project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-1494,Urban Infrastructure Project - Lucknow #494,Ministry of Urban Development,Urban Infrastructure,Lucknow,709.08,341.64,211,192,57.75,10,5,2,3,4.36,HIGH
PRJ-1495,Healthcare Facility Project - Kolkata #495,Ministry of Health & Family Welfare,Healthcare Facility,Kolkata,1222.69,672.21,746,260,42.9,34,14,2,18,4.8,LOW
PRJ-1496,Transportation Project - Ahmedabad #496,Ministry of Power,Transportation,Ahmedabad,1776.77,296.68,1324,237,17.63,12,2,1,9,6.43,MEDIUM
PRJ-1497,Water & Sanitation Project - Lucknow #497,Ministry of Health & Family Welfare,Water & Sanitation,Lucknow,882.99,564.14,1086,1262,59.07,20,11,5,4,5.97,HIGH
PRJ-1498,Digital Governance Project - Pune #498,Ministry of Urban Development,Digital Governance,Pune,3138.87,1467.19,236,148,50.32,29,14,3,12,5.67,MEDIUM
PRJ-1499,Digital Governance Project - Hyderabad #499,Ministry of Electronics & IT,Digital Governance,Hyderabad,2802.56,1871.73,1024,1178,63.11,5,3,1,1,2.77,HIGH
PRJ-1500,Infrastructure Project - Ahmedabad #500,Ministry of Power,Infrastructure,Ahmedabad,2361.21,275.85,880,161,9.23,35,3,4,28,6.58,MEDIUM
PRJ-1501,Energy & Power Project - Bengaluru #501,Ministry of Health & Family Welfare,Energy & Power,Bengaluru,3315.44,2967.6,1579,1773,100.0,17,17,0,0,0.48,LOW
PRJ-1502,Transportation Project - Hyderabad #502,Ministry of Power,Transportation,Hyderabad,717.66,701.88,691,704,100.0,11,11,0,0,0.16,LOW
PRJ-1503,Urban Infrastructure Project - Lucknow #503,Ministry of Electronics & IT,Urban Infrastructure,Lucknow,33.12,20.29,1288,1486,50.04,28,14,8,6,6.68,HIGH
PRJ-1504,Water & Sanitation Project - Chennai #504,Ministry of Health & Family Welfare,Water & Sanitation,Chennai,1722.91,1604.7,1745,1932,99.07,19,18,0,1,0.3,LOW
PRJ-1505,Water & Sanitation Project - Ahmedabad #505,Ministry of Health & Family Welfare,Water & Sanitation,Ahmedabad,1679.34,151.9,1287,174,9.29,16,1,2,13,5.58,MEDIUM
PRJ-1506,Urban Infrastructure Project - Kolkata #506,Ministry of Health & Family Welfare,Urban Infrastructure,Kolkata,2415.34,1459.16,204,171,61.04,11,6,1,4,3.57,MEDIUM
PRJ-1507,Transportation Project - Jaipur #507,Ministry of Power,Transportation,Jaipur,927.34,445.35,731,452,43.4,28,12,3,13,4.88,MEDIUM
PRJ-1508,Digital Governance Project - Kolkata #508,Ministry of Urban Development,Digital Governance,Kolkata,1284.12,294.84,1000,407,25.8,13,3,3,7,6.28,MEDIUM
PRJ-1509,Infrastructure Project - Guwahati #509,Ministry of Water Resources,Infrastructure,Guwahati,952.12,715.76,662,470,61.21,17,10,0,7,3.86,LOW
PRJ-1510,Urban Infrastructure Project - Delhi NCR #510,Ministry of Railways,Urban Infrastructure,Delhi NCR,626.36,124.23,1203,298,15.91,38,6,6,26,7.24,MEDIUM
PRJ-1511,Energy & Power Project - Chennai #511,Ministry of Urban Development,Energy & Power,Chennai,1971.86,233.67,1342,204,13.95,15,2,0,13,5.93,MEDIUM
PRJ-1512,Water & Sanitation Project - Patna #512,Ministry of Urban Development,Water & Sanitation,Patna,346.09,132.92,1704,797,39.17,40,15,4,21,6.26,MEDIUM
PRJ-1513,Infrastructure Project - Ahmedabad #513,Ministry of Power,Infrastructure,Ahmedabad,433.12,307.89,1571,1821,79.03,39,30,2,7,3.41,HIGH
PRJ-1514,Energy & Power Project - Patna #514,Ministry of Power,Energy & Power,Patna,1791.45,1264.42,1766,1607,56.7,29,16,6,7,5.49,HIGH
PRJ-1515,Water & Sanitation Project - Bengaluru #515,Ministry of Railways,Water & Sanitation,Bengaluru,2245.63,987.4,870,490,39.75,30,11,6,13,5.56,MEDIUM
PRJ-1516,Energy & Power Project - Hyderabad #516,Ministry of Railways,Energy & Power,Hyderabad,1104.05,449.67,1517,637,43.62,30,13,0,17,3.71,LOW
PRJ-1517,Energy & Power Project - Guwahati #517,Ministry of Water Resources,Energy & Power,Guwahati,2058.35,994.34,1102,612,54.16,6,3,0,3,2.76,LOW
PRJ-1518,Digital Governance Project - Guwahati #518,Ministry of Power,Digital Governance,Guwahati,2626.59,383.57,611,173,17.15,9,1,2,6,5.89,MEDIUM
PRJ-1519,Infrastructure Project - Ahmedabad #519,Ministry of Road Transport & Highways,Infrastructure,Ahmedabad,1838.7,382.35,350,75,18.75,10,1,1,8,6.23,MEDIUM
PRJ-1520,Transportation Project - Hyderabad #520,Ministry of Power,Transportation,Hyderabad,2584.2,1830.3,1087,857,81.82,15,12,0,3,2.24,LOW
PRJ-1521,Energy & Power Project - Pune #521,Ministry of Water Resources,Energy & Power,Pune,1640.51,762.39,1287,1452,43.26,13,5,6,2,6.63,HIGH
PRJ-1522,Healthcare Facility Project - Lucknow #522,Ministry of Railways,Healthcare Facility,Lucknow,1603.34,1366.85,1713,1369,78.79,38,29,1,8,2.53,LOW
PRJ-1523,Urban Infrastructure Project - Jaipur #523,Ministry of Power,Urban Infrastructure,Jaipur,802.68,315.34,363,212,39.97,21,8,2,11,3.82,MEDIUM
PRJ-1524,Water & Sanitation Project - Bengaluru #524,Ministry of Health & Family Welfare,Water & Sanitation,Bengaluru,1210.16,946.16,1140,785,68.35,36,24,2,10,3.34,LOW
PRJ-1525,Water & Sanitation Project - Ahmedabad #525,Ministry of Road Transport & Highways,Water & Sanitation,Ahmedabad,2794.9,523.77,1402,496,23.32,28,6,3,19,6.8,MEDIUM
PRJ-1526,Urban Infrastructure Project - Hyderabad #526,Ministry of Urban Development,Urban Infrastructure,Hyderabad,579.81,227.54,1689,1369,32.32,19,6,7,6,7.03,HIGH
PRJ-1527,Healthcare Facility Project - Lucknow #527,Ministry of Railways,Healthcare Facility,Lucknow,2828.44,561.87,1582,631,17.67,39,6,12,21,9.74,MEDIUM
PRJ-1528,Infrastructure Project - Bengaluru #528,Ministry of Water Resources,Infrastructure,Bengaluru,486.82,372.47,406,325,69.0,22,15,1,6,2.93,MEDIUM
PRJ-1529,Infrastructure Project - Bengaluru #529,Ministry of Power,Infrastructure,Bengaluru,183.22,26.72,1275,158,11.34,23,2,1,20,6.26,MEDIUM
PRJ-1530,Infrastructure Project - Hyderabad #530,Ministry of Electronics & IT,Infrastructure,Hyderabad,324.79,126.49,210,135,40.11,24,9,5,10,5.99,MEDIUM
PRJ-1531,Urban Infrastructure Project - Guwahati #531,Ministry of Power,Urban Infrastructure,Guwahati,2772.07,618.69,856,161,18.99,14,2,0,12,5.6,MEDIUM
PRJ-1532,Healthcare Facility Project - Pune #532,Ministry of Road Transport & Highways,Healthcare Facility,Pune,643.8,339.24,692,691,43.4,12,5,5,2,6.26,HIGH
PRJ-1533,Water & Sanitation Project - Pune #533,Ministry of Urban Development,Water & Sanitation,Pune,872.6,270.52,248,79,26.55,11,2,1,8,6.04,MEDIUM
PRJ-1534,Urban Infrastructure Project - Patna #534,Ministry of Urban Development,Urban Infrastructure,Patna,3364.64,586.35,841,230,14.97,40,5,7,28,7.56,MEDIUM
PRJ-1535,Energy & Power Project - Hyderabad #535,Ministry of Electronics & IT,Energy & Power,Hyderabad,1267.89,791.68,286,300,68.7,12,8,1,3,2.83,HIGH
PRJ-1536,Transportation Project - Chennai #536,Ministry of Road Transport & Highways,Transportation,Chennai,2050.59,1375.79,990,958,83.4,7,5,0,2,2.21,MEDIUM
PRJ-1537,Healthcare Facility Project - Bengaluru #537,Ministry of Electronics & IT,Healthcare Facility,Bengaluru,1306.18,323.8,363,135,23.61,26,6,6,14,8.21,MEDIUM
PRJ-1538,Infrastructure Project - Delhi NCR #538,Ministry of Electronics & IT,Infrastructure,Delhi NCR,1250.76,981.7,495,431,65.64,13,8,1,4,2.75,MEDIUM
PRJ-1539,Water & Sanitation Project - Patna #539,Ministry of Health & Family Welfare,Water & Sanitation,Patna,2650.87,2145.56,1078,977,99.84,29,28,0,1,0.28,LOW
PRJ-1540,Urban Infrastructure Project - Guwahati #540,Ministry of Road Transport & Highways,Urban Infrastructure,Guwahati,1536.88,788.92,783,545,49.12,16,7,2,7,3.99,MEDIUM
PRJ-1541,Energy & Power Project - Lucknow #541,Ministry of Urban Development,Energy & Power,Lucknow,3201.51,997.16,1315,363,29.23,33,9,1,23,4.47,LOW
PRJ-1542,Urban Infrastructure Project - Delhi NCR #542,Ministry of Power,Urban Infrastructure,Delhi NCR,2717.95,711.21,1216,628,29.31,6,1,1,4,4.66,MEDIUM
PRJ-1543,Transportation Project - Kolkata #543,Ministry of Health & Family Welfare,Transportation,Kolkata,2526.3,3002.15,1528,1778,98.25,17,16,0,1,1.08,LOW
PRJ-1544,Transportation Project - Lucknow #544,Ministry of Health & Family Welfare,Transportation,Lucknow,998.12,831.43,1019,820,97.4,38,37,0,1,0.22,LOW
PRJ-1545,Transportation Project - Delhi NCR #545,Ministry of Railways,Transportation,Delhi NCR,715.26,42.02,1174,364,7.2,29,2,9,18,9.29,MEDIUM
PRJ-1546,Healthcare Facility Project - Chennai #546,Ministry of Electronics & IT,Healthcare Facility,Chennai,181.31,75.49,632,484,49.84,18,8,3,7,5.56,HIGH
PRJ-1547,Infrastructure Project - Pune #547,Ministry of Water Resources,Infrastructure,Pune,2805.56,1623.64,304,151,49.39,31,15,2,14,4.92,LOW
PRJ-1548,Water & Sanitation Project - Lucknow #548,Ministry of Road Transport & Highways,Water & Sanitation,Lucknow,937.7,825.57,263,238,72.33,9,6,1,2,3.7,MEDIUM
PRJ-1549,Infrastructure Project - Guwahati #549,Ministry of Road Transport & Highways,Infrastructure,Guwahati,816.25,251.56,969,298,28.99,20,5,1,14,5.85,MEDIUM
PRJ-1550,Digital Governance Project - Jaipur #550,Ministry of Health & Family Welfare,Digital Governance,Jaipur,1458.99,1045.4,396,373,65.84,34,22,5,7,4.56,HIGH
PRJ-1551,Transportation Project - Bengaluru #551,Ministry of Road Transport & Highways,Transportation,Bengaluru,1929.38,695.91,1213,571,41.03,33,13,4,16,6.35,MEDIUM
PRJ-1552,Energy & Power Project - Kolkata #552,Ministry of Health & Family Welfare,Energy & Power,Kolkata,1449.08,783.44,1476,846,46.49,20,9,2,9,3.9,MEDIUM
PRJ-1553,Healthcare Facility Project - Guwahati #553,Ministry of Water Resources,Healthcare Facility,Guwahati,896.77,605.6,1106,655,67.63,7,4,0,3,2.81,LOW
PRJ-1554,Transportation Project - Chennai #554,Ministry of Health & Family Welfare,Transportation,Chennai,32.93,9.68,634,213,30.69,22,6,3,13,5.69,MEDIUM
PRJ-1555,Healthcare Facility Project - Bengaluru #555,Ministry of Health & Family Welfare,Healthcare Facility,Bengaluru,339.06,135.24,1122,551,45.89,28,12,3,13,4.41,LOW
PRJ-1556,Water & Sanitation Project - Chennai #556,Ministry of Power,Water & Sanitation,Chennai,330.75,162.87,998,724,54.19,9,4,1,4,4.28,MEDIUM
PRJ-1557,Urban Infrastructure Project - Guwahati #557,Ministry of Railways,Urban Infrastructure,Guwahati,2462.94,1285.98,375,283,54.95,29,15,3,11,3.56,MEDIUM
PRJ-1558,Energy & Power Project - Kolkata #558,Ministry of Water Resources,Energy & Power,Kolkata,3080.48,1572.12,1069,596,41.36,19,7,3,9,5.83,MEDIUM
PRJ-1559,Digital Governance Project - Patna #559,Ministry of Road Transport & Highways,Digital Governance,Patna,1344.88,828.32,804,544,64.18,14,8,0,6,3.19,LOW
PRJ-1560,Infrastructure Project - Patna #560,Ministry of Railways,Infrastructure,Patna,2563.21,2245.88,984,1149,74.48,37,27,2,8,2.94,HIGH
PRJ-1561,Urban Infrastructure Project - Bengaluru #561,Ministry of Water Resources,Urban Infrastructure,Bengaluru,471.34,317.04,349,217,57.36,40,22,2,16,3.1,LOW
PRJ-1562,Urban Infrastructure Project - Guwahati #562,Ministry of Health & Family Welfare,Urban Infrastructure,Guwahati,465.01,340.89,456,286,81.54,30,24,0,6,1.32,LOW
PRJ-1563,Digital Governance Project - Jaipur #563,Ministry of Health & Family Welfare,Digital Governance,Jaipur,869.4,370.02,326,128,41.93,10,4,0,6,3.73,LOW
PRJ-1564,Energy & Power Project - Hyderabad #564,Ministry of Power,Energy & Power,Hyderabad,1129.38,844.23,1396,1146,63.09,15,9,2,4,3.88,MEDIUM
PRJ-1565,Urban Infrastructure Project - Lucknow #565,Ministry of Water Resources,Urban Infrastructure,Lucknow,518.91,475.71,271,302,100.0,28,28,0,0,1.46,LOW
PRJ-1566,Infrastructure Project - Guwahati #566,Ministry of Road Transport & Highways,Infrastructure,Guwahati,200.34,184.98,1451,1624,74.8,23,17,1,5,3.05,HIGH
PRJ-1567,Energy & Power Project - Pune #567,Ministry of Road Transport & Highways,Energy & Power,Pune,1654.45,198.44,859,283,11.22,18,2,5,11,7.94,MEDIUM
PRJ-1568,Urban Infrastructure Project - Lucknow #568,Ministry of Health & Family Welfare,Urban Infrastructure,Lucknow,2557.43,1497.8,469,405,51.64,29,14,6,9,6.15,HIGH
PRJ-1569,Energy & Power Project - Bengaluru #569,Ministry of Road Transport & Highways,Energy & Power,Bengaluru,219.78,90.18,591,572,37.0,8,2,4,2,6.64,HIGH
PRJ-1570,Urban Infrastructure Project - Patna #570,Ministry of Road Transport & Highways,Urban Infrastructure,Patna,956.87,308.71,1531,759,37.78,23,8,4,11,6.01,MEDIUM
PRJ-1571,Urban Infrastructure Project - Jaipur #571,Ministry of Railways,Urban Infrastructure,Jaipur,3418.38,3045.01,383,419,85.46,39,33,0,6,1.12,MEDIUM
PRJ-1572,Healthcare Facility Project - Guwahati #572,Ministry of Urban Development,Healthcare Facility,Guwahati,84.99,80.95,686,764,100.0,36,36,0,0,0.31,LOW
PRJ-1573,Digital Governance Project - Kolkata #573,Ministry of Power,Digital Governance,Kolkata,1250.27,539.45,799,287,33.47,37,12,1,24,3.85,LOW
PRJ-1574,Urban Infrastructure Project - Delhi NCR #574,Ministry of Power,Urban Infrastructure,Delhi NCR,3305.04,887.89,753,262,27.67,30,8,4,18,5.39,LOW
PRJ-1575,Healthcare Facility Project - Patna #575,Ministry of Urban Development,Healthcare Facility,Patna,2147.44,1957.89,1461,1249,90.39,14,12,0,2,1.11,LOW
PRJ-1576,Energy & Power Project - Pune #576,Ministry of Health & Family Welfare,Energy & Power,Pune,1902.4,504.13,603,493,24.3,17,4,9,4,8.0,HIGH
PRJ-1577,Healthcare Facility Project - Bengaluru #577,Ministry of Electronics & IT,Healthcare Facility,Bengaluru,1510.92,451.42,1757,456,23.59,15,3,1,11,5.34,LOW
PRJ-1578,Infrastructure Project - Bengaluru #578,Ministry of Electronics & IT,Infrastructure,Bengaluru,1118.42,1240.76,478,430,93.8,31,29,0,2,0.92,LOW
PRJ-1579,Water & Sanitation Project - Patna #579,Ministry of Electronics & IT,Water & Sanitation,Patna,3267.04,373.55,740,197,12.79,13,1,2,10,6.69,MEDIUM
PRJ-1580,Healthcare Facility Project - Chennai #580,Ministry of Health & Family Welfare,Healthcare Facility,Chennai,2123.56,781.26,1434,507,40.16,6,2,0,4,4.37,LOW
PRJ-1581,Transportation Project - Jaipur #581,Ministry of Urban Development,Transportation,Jaipur,2963.02,2412.08,1140,1006,82.48,29,23,0,6,1.15,LOW
PRJ-1582,Transportation Project - Delhi NCR #582,Ministry of Railways,Transportation,Delhi NCR,1435.98,1366.3,210,234,74.62,19,14,2,3,4.05,HIGH
PRJ-1583,Transportation Project - Mumbai #583,Ministry of Water Resources,Transportation,Mumbai,628.0,656.24,1079,1137,100.0,25,25,0,0,1.78,LOW
PRJ-1584,Urban Infrastructure Project - Delhi NCR #584,Ministry of Urban Development,Urban Infrastructure,Delhi NCR,2131.68,2125.45,959,855,100.0,39,39,0,0,1.75,LOW
PRJ-1585,Infrastructure Project - Jaipur #585,Ministry of Water Resources,Infrastructure,Jaipur,391.51,287.91,1115,1125,89.55,20,17,0,3,1.31,MEDIUM
PRJ-1586,Infrastructure Project - Jaipur #586,Ministry of Electronics & IT,Infrastructure,Jaipur,1362.02,812.74,1747,1386,72.36,23,16,1,6,3.55,LOW
PRJ-1587,Water & Sanitation Project - Chennai #587,Ministry of Water Resources,Water & Sanitation,Chennai,1620.1,634.4,1045,442,31.09,38,11,7,20,7.17,MEDIUM
PRJ-1588,Urban Infrastructure Project - Mumbai #588,Ministry of Electronics & IT,Urban Infrastructure,Mumbai,2532.04,523.48,411,122,18.92,39,7,4,28,6.48,MEDIUM
PRJ-1589,Infrastructure Project - Bengaluru #589,Ministry of Urban Development,Infrastructure,Bengaluru,1593.35,1912.02,1639,1778,100.0,10,10,0,0,1.38,LOW
PRJ-1590,Water & Sanitation Project - Bengaluru #590,Ministry of Electronics & IT,Water & Sanitation,Bengaluru,2517.13,366.59,433,86,12.63,28,3,2,23,6.58,MEDIUM
PRJ-1591,Water & Sanitation Project - Jaipur #591,Ministry of Electronics & IT,Water & Sanitation,Jaipur,2146.13,949.59,507,261,44.68,15,6,2,7,4.7,LOW
PRJ-1592,Water & Sanitation Project - Bengaluru #592,Ministry of Electronics & IT,Water & Sanitation,Bengaluru,575.81,144.05,476,141,21.64,31,6,3,22,6.58,MEDIUM
PRJ-1593,Energy & Power Project - Patna #593,Ministry of Urban Development,Energy & Power,Patna,640.63,498.07,449,519,96.97,21,20,0,1,1.15,LOW
PRJ-1594,Healthcare Facility Project - Delhi NCR #594,Ministry of Urban Development,Healthcare Facility,Delhi NCR,2131.86,786.98,1190,430,33.73,35,11,2,22,5.0,LOW
PRJ-1595,Healthcare Facility Project - Delhi NCR #595,Ministry of Health & Family Welfare,Healthcare Facility,Delhi NCR,864.05,432.98,1300,527,44.97,18,8,0,10,3.05,LOW
PRJ-1596,Energy & Power Project - Delhi NCR #596,Ministry of Electronics & IT,Energy & Power,Delhi NCR,517.36,379.72,246,205,60.21,24,14,2,8,2.96,MEDIUM
PRJ-1597,Urban Infrastructure Project - Bengaluru #597,Ministry of Road Transport & Highways,Urban Infrastructure,Bengaluru,573.06,396.45,762,588,60.38,40,24,3,13,4.09,MEDIUM
PRJ-1598,Energy & Power Project - Delhi NCR #598,Ministry of Health & Family Welfare,Energy & Power,Delhi NCR,335.01,115.09,792,360,27.51,9,2,2,5,6.11,MEDIUM
PRJ-1599,Energy & Power Project - Pune #599,Ministry of Road Transport & Highways,Energy & Power,Pune,479.56,341.8,1602,1674,73.89,31,22,3,6,3.9,HIGH
PRJ-1600,Infrastructure Project - Mumbai #600,Ministry of Health & Family Welfare,Infrastructure,Mumbai,2004.07,1087.89,1468,1000,64.33,23,14,1,8,3.88,LOW
PRJ-1601,Healthcare Facility Project - Lucknow #601,Ministry of Power,Healthcare Facility,Lucknow,3482.63,3855.78,904,1012,100.0,36,36,0,0,1.26,LOW
PRJ-1602,Water & Sanitation Project - Bengaluru #602,Ministry of Urban Development,Water & Sanitation,Bengaluru,3093.99,2170.21,656,576,54.39,5,2,1,2,3.61,HIGH
PRJ-1603,Infrastructure Project - Guwahati #603,Ministry of Water Resources,Infrastructure,Guwahati,2969.76,2990.61,1440,1726,100.0,26,26,0,0,1.61,LOW
PRJ-1604,Infrastructure Project - Patna #604,Ministry of Railways,Infrastructure,Patna,712.14,268.01,756,287,45.13,24,10,0,14,3.39,LOW
PRJ-1605,Infrastructure Project - Patna #605,Ministry of Road Transport & Highways,Infrastructure,Patna,1173.16,1110.47,991,888,85.43,6,5,0,1,1.12,LOW
PRJ-1606,Energy & Power Project - Patna #606,Ministry of Water Resources,Energy & Power,Patna,1682.09,1888.69,1151,1124,100.0,35,35,0,0,0.92,LOW
PRJ-1607,Healthcare Facility Project - Kolkata #607,Ministry of Water Resources,Healthcare Facility,Kolkata,1624.02,882.93,1027,1150,65.66,38,24,5,9,5.17,HIGH
PRJ-1608,Healthcare Facility Project - Jaipur #608,Ministry of Power,Healthcare Facility,Jaipur,75.33,41.58,1362,1163,46.01,27,12,6,9,5.4,HIGH
PRJ-1609,Infrastructure Project - Kolkata #609,Ministry of Water Resources,Infrastructure,Kolkata,3442.83,847.24,1463,1006,27.87,29,8,9,12,7.44,HIGH
PRJ-1610,Water & Sanitation Project - Chennai #610,Ministry of Water Resources,Water & Sanitation,Chennai,2471.38,2312.59,824,725,100.0,10,10,0,0,0.48,LOW
PRJ-1611,Water & Sanitation Project - Chennai #611,Ministry of Urban Development,Water & Sanitation,Chennai,764.33,223.02,799,233,29.56,7,2,0,5,5.35,LOW
PRJ-1612,Healthcare Facility Project - Delhi NCR #612,Ministry of Urban Development,Healthcare Facility,Delhi NCR,2798.6,610.83,1204,324,22.5,35,7,5,23,6.92,MEDIUM
PRJ-1613,Energy & Power Project - Bengaluru #613,Ministry of Water Resources,Energy & Power,Bengaluru,2695.49,3146.96,381,382,92.0,13,11,0,2,0.47,LOW
PRJ-1614,Digital Governance Project - Jaipur #614,Ministry of Urban Development,Digital Governance,Jaipur,414.27,269.36,816,918,56.86,10,5,2,3,4.74,HIGH
PRJ-1615,Healthcare Facility Project - Patna #615,Ministry of Road Transport & Highways,Healthcare Facility,Patna,2611.99,2384.62,226,166,95.49,18,17,0,1,0.61,LOW
PRJ-1616,Healthcare Facility Project - Kolkata #616,Ministry of Power,Healthcare Facility,Kolkata,2707.03,478.52,1554,356,20.21,22,4,0,18,5.91,MEDIUM
PRJ-1617,Healthcare Facility Project - Mumbai #617,Ministry of Health & Family Welfare,Healthcare Facility,Mumbai,730.96,422.06,897,631,61.72,23,14,1,8,2.66,LOW
PRJ-1618,Healthcare Facility Project - Kolkata #618,Ministry of Power,Healthcare Facility,Kolkata,1896.61,486.6,283,68,24.78,8,1,0,7,3.87,LOW
PRJ-1619,Urban Infrastructure Project - Bengaluru #619,Ministry of Urban Development,Urban Infrastructure,Bengaluru,2469.32,2172.39,1393,1103,76.83,33,25,1,7,2.18,LOW
PRJ-1620,Transportation Project - Guwahati #620,Ministry of Water Resources,Transportation,Guwahati,2656.82,565.7,1272,237,16.88,34,5,3,26,5.54,MEDIUM
PRJ-1621,Digital Governance Project - Pune #621,Ministry of Water Resources,Digital Governance,Pune,349.45,224.55,815,695,55.63,34,18,6,10,6.51,HIGH
PRJ-1622,Water & Sanitation Project - Lucknow #622,Ministry of Railways,Water & Sanitation,Lucknow,910.6,537.43,924,490,51.33,26,13,2,11,5.0,LOW
PRJ-1623,Urban Infrastructure Project - Delhi NCR #623,Ministry of Urban Development,Urban Infrastructure,Delhi NCR,238.12,154.46,411,199,62.94,15,9,0,6,2.55,LOW
PRJ-1624,Transportation Project - Jaipur #624,Ministry of Health & Family Welfare,Transportation,Jaipur,369.23,355.54,1642,1603,100.0,9,9,0,0,1.07,LOW
PRJ-1625,Healthcare Facility Project - Ahmedabad #625,Ministry of Urban Development,Healthcare Facility,Ahmedabad,842.63,950.93,679,477,87.69,29,25,0,4,1.03,LOW
PRJ-1626,Healthcare Facility Project - Ahmedabad #626,Ministry of Electronics & IT,Healthcare Facility,Ahmedabad,2747.26,1394.23,1071,775,52.26,20,10,2,8,4.53,MEDIUM
